address,city,country,keys,latitude,longitude,name,postalcode,province
998 Nc Highway 150 W A,Greensboro,US,us/nc/greensboro/998nchighway150wa/-1055723171,36.20043,-79.84375,DOMINOS PIZZA,27455,NC
1518 N Ed Carey Dr,Harlingen,US,us/tx/harlingen/1518nedcareydr/-864103396,26.17221,-97.67362,TACO BELL,78550,TX
1501 7th St,Las Vegas,US,us/nm/lasvegas/15017thst/-1161002137,35.60569,-105.22363,MCDONALDS,87701,NM
1130 Burlington St,Holdrege,US,us/ne/holdrege/1130burlingtonst/1780593795,40.42485,-99.3797,SONIC DRIVE-IN,68949,NE
1630 S Broadway,Minot,US,us/nd/minot/1630sbroadway/-864103396,48.21665,-101.29666,TACO BELL,58701,ND
801 Dakota Ave,Wahpeton,US,us/nd/wahpeton/801dakotaave/-1009719089,46.26365,-96.61158,TACO JOHNS,58075,ND
223 N Josephine Ave,Madison,US,us/sd/madison/223njosephineave/-1009719089,44.006216,-97.118242,TACO JOHNS,57042,SD
327 S Canal St,Carlsbad,US,us/nm/carlsbad/327scanalst/-1161002137,32.41713,-104.2292,MCDONALDS,88220,NM
2005 E Madison Ave,Bastrop,US,us/la/bastrop/2005emadisonave/-1161002137,32.77873,-91.8896,MCDONALDS,71220,LA
2000 N Date St,Truth Or Consequences,US,us/nm/truthorconsequences/2000ndatest/1780593795,33.15244,-107.24684,SONIC DRIVE-IN,87901,NM
320 NW 2nd St,Madison,US,us/sd/madison/320nw2ndst/-1161002137,44.007172,-97.115957,MCDONALDS,57042,SD
681 W Bridge St,Owatonna,US,us/mn/owatonna/681wbridgest/-864103396,44.084414,-93.241752,TACO BELL,55060,MN
2121 E Grand Ave,Laramie,US,us/wy/laramie/2121egrandave/-864103396,41.30959,-105.56668,TACO BELL,82070,WY
1401 Mill St,Belle Fourche,US,us/sd/bellefourche/1401millst/-1009719089,44.66263,-103.85504,TACO JOHNS,57717,SD
1650 E Bert Kouns Industrial Loop,Shreveport,US,us/la/shreveport/1650ebertkounsindustrialloop/1832448210,32.4316,-93.71381,WHATABURGER,71105,LA
507 MacArthur Dr,Alexandria,US,us/la/alexandria/507macarthurdr/-1161002137,31.29621,-92.478,MCDONALDS,71303,LA
245 High St,Ellsworth,US,us/me/ellsworth/245highst/-864103396,44.5325,-68.408,TACO BELL,4605,ME
259 High St,Ellsworth,US,us/me/ellsworth/259highst/-1161002137,44.53099,-68.40688,MCDONALDS,4605,ME
6001 San Mateo Blvd Ne Ste G1,Albuquerque,US,us/nm/albuquerque/6001sanmateoblvdnesteg1/-66712705,35.14515,-106.58797,PIZZA HUT,87109,NM
304 Keyser Ave,Natchitoches,US,us/la/natchitoches/304keyserave/-1161002137,31.75412,-93.08107,MCDONALDS,71457,LA
192 Water St,Gardiner,US,us/me/gardiner/192waterst/-1055723171,44.22938,-69.77157,DOMINOS PIZZA,4345,ME
1306 S Thompson St,Springdale,US,us/ar/springdale/1306sthompsonst/1780593795,36.17034,-94.13983,SONIC DRIVE-IN,72764,AR
1310 E Main St,Stigler,US,us/ok/stigler/1310emainst/-1161002137,35.25441,-95.10962,MCDONALDS,74462,OK
1510 S Mississippi Ave,Atoka,US,us/ok/atoka/1510smississippiave/-864103396,34.3717,-96.13563,TACO BELL,74525,OK
207 N Broadway St,Checotah,US,us/ok/checotah/207nbroadwayst/-891525969,35.47132,-95.52156,SUBWAY,74426,OK
4105 Main St,Springfield,US,us/or/springfield/4105mainst/-1055723171,44.04537,-122.96621,DOMINOS PIZZA,97478,OR
499 Canal St,Brattleboro,US,us/vt/brattleboro/499canalst/-1055723171,42.83924,-72.56684,DOMINOS PIZZA,5301,VT
105 Blake Dr,Wagoner,US,us/ok/wagoner/105blakedr/1780593795,35.96083,-95.39476,SONIC DRIVE-IN,74467,OK
5704 Jackson St,Alexandria,US,us/la/alexandria/5704jacksonst/-891525969,31.26788,-92.48741,SUBWAY,71303,LA
603 E Main St,Endicott,US,us/ny/endicott/603emainst/-1161002137,42.09591,-76.05453,MCDONALDS,13760,NY
1052 Sagamore Pkwy W,West Lafayette,US,us/in/westlafayette/1052sagamorepkwyw/-1947870258,40.45384,-86.91841,JIMMY JOHNS,47906,IN
363 Swanton Rd,Saint Albans,US,us/vt/saintalbans/363swantonrd/-864103396,44.8396,-73.08202,TACO BELL,5478,VT
580 Shelburne Rd Ste 11,Burlington,US,us/vt/burlington/580shelburnerdste11/-891525969,44.44926,-73.20896,SUBWAY,5401,VT
2201 S Park Ave Ste 5,Alexandria,US,us/in/alexandria/2201sparkaveste5/-66712705,40.24008,-85.66922,PIZZA HUT,46001,IN
25 Berlin St,Montpelier,US,us/vt/montpelier/25berlinst/-1055723171,44.25664,-72.57701,DOMINOS PIZZA,5602,VT
313 2nd St,North Wilkesboro,US,us/nc/northwilkesboro/3132ndst/-791445730,36.16562,-81.13658,WENDYS,28659,NC
127 North St,Houlton,US,us/me/houlton/127northst/-1055723171,46.13483,-67.83927,DOMINOS PIZZA,4730,ME
1215 2nd Ave W,Williston,US,us/nd/williston/12152ndavew/-1009719089,48.1566,-103.6262,TACO JOHNS,58801,ND
875 4th St SW,Mason City,US,us/ia/masoncity/8754thstsw/-864103396,43.14776,-93.21414,TACO BELL,50401,IA
320 11th Street Sw Plz,Spencer,US,us/ia/spencer/32011thstreetswplz/-864103396,43.12617,-95.15025,TACO BELL,51301,IA
120 E Jefferson St,Washington,US,us/ia/washington/120ejeffersonst/-864103396,41.29768,-91.69085,TACO BELL,52353,IA
6694 Highway 431 S,Owens Cross Roads,US,us/al/owenscrossroads/6694highway431s/-864103396,34.657839,-86.483357,TACO BELL,35763,AL
2721a Emanuel Church Rd,West Columbia,US,us/sc/westcolumbia/2721aemanuelchurchrd/-66712705,33.93912,-81.150724,PIZZA HUT,29170,SC
837 W Morton Ave,Jacksonville,US,us/il/jacksonville/837wmortonave/-864103396,39.723201,-90.240464,TACO BELL,62650,IL
2013 US Route 20,Seneca Falls,US,us/ny/senecafalls/2013usroute20/-2061630068,42.9037,-76.8312,BURGER KING,13148,NY
2211 W Dekalb St,Camden,US,us/sc/camden/2211wdekalbst/-345832572,34.24907,-80.64598,CHICK-FIL-A,29020,SC
1400 S Higley Blvd,Rawlins,US,us/wy/rawlins/1400shigleyblvd/-891525969,41.77618,-107.22593,SUBWAY,82301,WY
3 Spaulding Ave,Malone,US,us/ny/malone/3spauldingave/-1055723171,44.84987,-74.28485,DOMINOS PIZZA,12953,NY
80 Clinton Plz,Clinton,US,us/il/clinton/80clintonplz/-864103396,40.14714,-88.97722,TACO BELL,61727,IL
776 E Main St,Cobleskill,US,us/ny/cobleskill/776emainst/-864103396,42.67962,-74.47452,TACO BELL,12043,NY
1134 Paterson St,Ogdensburg,US,us/ny/ogdensburg/1134patersonst/-1161002137,44.690205,-75.4774,MCDONALDS,13669,NY
201 Maple City Dr,Monmouth,US,us/il/monmouth/201maplecitydr/-864103396,40.9107,-90.64483,TACO BELL,61462,IL
31305 Vine St,Eastlake,US,us/oh/eastlake/31305vinest/-2061630068,41.642781,-81.468481,BURGER KING,44095,OH
2118 Missouri Blvd,Jefferson City,US,us/mo/jeffersoncity/2118missouriblvd/-1560457549,38.58174,-92.20713,CAPTAIN DS SEAFOOD,65109,MO
1212 W Main St,Fairfield,US,us/il/fairfield/1212wmainst/-1161002137,38.37957,-88.37697,MCDONALDS,62837,IL
2333 Missouri Blvd,Jefferson City,US,us/mo/jeffersoncity/2333missouriblvd/-230519289,38.58134,-92.21398,JACK IN THE BOX,65109,MO
550 E Industrial Park Rd,Murphysboro,US,us/il/murphysboro/550eindustrialparkrd/-1161002137,37.78839,-89.32524,MCDONALDS,62966,IL
220 S Main St,Atmore,US,us/al/atmore/220smainst/-2061630068,31.02181,-87.49386,BURGER KING,36502,AL
1607 S State Route 127,Greenville,US,us/il/greenville/1607sstateroute127/-864103396,38.87866,-89.39077,TACO BELL,62246,IL
51-67 E 161st St,Bronx,US,us/ny/bronx/5167e161stst/-1161002137,40.828053,-73.92529,MCDONALDS,10451,NY
253 W 42nd St,New York,US,us/ny/newyork/253w42ndst/-448666054,40.757015,-73.98944,FIVE GUYS,10036,NY
14493 Gideon Dr,Woodbridge,US,us/va/woodbridge/14493gideondr/-791445730,38.637623,-77.297706,WENDYS,22192,VA
2815 Fern Valley Rd,Louisville,US,us/ky/louisville/2815fernvalleyrd/93075755,38.1575,-85.7112,ARBYS,40213,KY
2800 Outer Loop,Louisville,US,us/ky/louisville/2800outerloop/-1161002137,38.13627,-85.71168,MCDONALDS,40219,KY
6501 Paramount Park Dr,Louisville,US,us/ky/louisville/6501paramountparkdr/-864103396,38.156731,-85.712124,TACO BELL,40213,KY
713 McCroskey St,Nixa,US,us/mo/nixa/713mccroskeyst/93075755,37.053586,-93.302767,ARBYS,65714,MO
3409 W Blue Ridge Dr,Greenville,US,us/sc/greenville/3409wblueridgedr/-864103396,34.852468,-82.451033,TACO BELL,29611,SC
6103 White Horse Rd,Greenville,US,us/sc/greenville/6103whitehorserd/-1161002137,34.853023,-82.452875,MCDONALDS,29611,SC
2219 Madison Street,Clarksville,US,us/tn/clarksville/2219madisonstreet/1780593795,36.5098,-87.2763,SONIC DRIVE-IN,37043,TN
788 Riverside Drive,Clarksville,US,us/tn/clarksville/788riversidedrive/-864103396,36.5401,-87.3663,TACO BELL,37040,TN
400 Lovell Rd,Knoxville,US,us/tn/knoxville/400lovellrd/-791445730,35.90428,-84.14246,WENDYS,37934,TN
13433 Leopard St,Corpus Christi,US,us/tx/corpuschristi/13433leopardst/-2061630068,27.856211,-97.629141,BURGER KING,78410,TX
208 E Highway 90,Dayton,US,us/tx/dayton/208ehighway90/-230519289,30.046579,-94.886769,JACK IN THE BOX,77535,TX
3305 S Campbell Ave Ste E,Springfield,US,us/mo/springfield/3305scampbellavestee/-1947870258,37.15422,-93.29613,JIMMY JOHNS,65807,MO
1173 Murfreesboro Rd,Nashville,US,us/tn/nashville/1173murfreesborord/-1161002137,36.1217,-86.7054,MCDONALDS,37217,TN
2203 E Hubbard St,Mineral Wells,US,us/tx/mineralwells/2203ehubbardst/-864103396,32.8095,-98.0953,TACO BELL,76067,TX
2901 Houston Hwy,Victoria,US,us/tx/victoria/2901houstonhwy/-791445730,28.8117,-96.9739,WENDYS,77901,TX
6201 W Colonial Drive,Orlando,US,us/fl/orlando/6201wcolonialdrive/-442344130,28.552592,-81.464927,KRYSTAL,32808,FL
3596 MT Diablo Blvd,Lafayette,US,us/ca/lafayette/3596mtdiabloblvd/-1322134216,37.891487,-122.12335,BAJA FRESH,94549,CA
31707 LA Highway 16,Denham Springs,US,us/la/denhamsprings/31707lahighway16/-1161002137,30.528322,-90.956294,MCDONALDS,70726,LA
903 S Springfield Ave,Bolivar,US,us/mo/bolivar/903sspringfieldave/-1161002137,37.60553,-93.40686,MCDONALDS,65613,MO
1875 S Springfield Ave,Bolivar,US,us/mo/bolivar/1875sspringfieldave/-864103396,37.596828,-93.403066,TACO BELL,65613,MO
1905 Southwest Blvd,Jefferson City,US,us/mo/jeffersoncity/1905southwestblvd/-864103396,38.55503,-92.19907,TACO BELL,65109,MO
2605 Missouri Blvd,Jefferson City,US,us/mo/jeffersoncity/2605missouriblvd/-864103396,38.581753,-92.219515,TACO BELL,65109,MO
3407 Missouri Blvd,Jefferson City,US,us/mo/jeffersoncity/3407missouriblvd/-345832572,38.58141,-92.24298,CHICK-FIL-A,65109,MO
1911 S Springfield Ave,Bolivar,US,us/mo/bolivar/1911sspringfieldave/-2061630068,37.596372,-93.402919,BURGER KING,65613,MO
5160 Southport Supply Road,Southport,US,us/nc/southport/5160southportsupplyroad/1241037051,33.9516,-78.0426,BOJANGLES FAMOUS CHICKEN N BISCUITS,28461,NC
421 N 36th St,Quincy,US,us/il/quincy/421n36thst/-2061630068,39.93634,-91.35881,BURGER KING,62301,IL
501 S 8th St,Rogers,US,us/ar/rogers/501s8thst/93075755,36.32953,-94.12543,ARBYS,72756,AR
2000 S Pleasant St,Springdale,US,us/ar/springdale/2000spleasantst/-791445730,36.167387,-94.143617,WENDYS,72764,AR
311 N Gaskill St,Huntsville,US,us/ar/huntsville/311ngaskillst/-891525969,36.08869,-93.74247,SUBWAY,72740,AR
401 S Thompson St,Springdale,US,us/ar/springdale/401sthompsonst/696490760,36.1825,-94.138655,HARDEES,72764,AR
1260 E Robinson Ave,Springdale,US,us/ar/springdale/1260erobinsonave/-1161002137,36.16732,-94.11799,MCDONALDS,72764,AR
1300 S Thompson St,Springdale,US,us/ar/springdale/1300sthompsonst/-2061630068,36.17076,-94.13973,BURGER KING,72764,AR
1407 Main St,Keokuk,US,us/ia/keokuk/1407mainst/-1161002137,40.40352,-91.39082,MCDONALDS,52632,IA
1421 Avenue H,Fort Madison,US,us/ia/fortmadison/1421avenueh/-864103396,40.63043,-91.32385,TACO BELL,52627,IA
66 Valley St,Salem,US,us/wv/salem/66valleyst/-1055723171,39.28357,-80.5602,DOMINOS PIZZA,26426,WV
1029 S Range Line Rd,Joplin,US,us/mo/joplin/1029srangelinerd/-864103396,37.079654,-94.477436,TACO BELL,64801,MO
709 N Jefferson St,Saint James,US,us/mo/saintjames/709njeffersonst/-2061630068,38.003166,-91.61875,BURGER KING,65559,MO
9601 Jefferson Hwy,New Orleans,US,us/la/neworleans/9601jeffersonhwy/-1161002137,29.956277,-90.217056,MCDONALDS,70123,LA
368 S Gloster St,Tupelo,US,us/ms/tupelo/368sglosterst/-791445730,34.252985,-88.716015,WENDYS,38801,MS
840 W Main St,Tupelo,US,us/ms/tupelo/840wmainst/-2061630068,34.25764,-88.71664,BURGER KING,38801,MS
207 Highway 15 N,Pontotoc,US,us/ms/pontotoc/207highway15n/-2061630068,34.257816,-89.018178,BURGER KING,38863,MS
1130 Murfreesboro Rd,Franklin,US,us/tn/franklin/1130murfreesborord/93075755,35.915443,-86.833983,ARBYS,37064,TN
116 Highway 15 N,Pontotoc,US,us/ms/pontotoc/116highway15n/-1055723171,34.25054,-89.01787,DOMINOS PIZZA,38863,MS
1221 S Gloster St,Tupelo,US,us/ms/tupelo/1221sglosterst/-1055723171,34.2297,-88.7196,DOMINOS PIZZA,38801,MS
11292 Old 63 S,Lucedale,US,us/al/lucedale/11292old63s/-2061630068,30.733883,-88.4936,BURGER KING,39452-6632,AL
2395 Pass Rd,Biloxi,US,us/al/biloxi/2395passrd/-2061630068,30.40158,-88.97576,BURGER KING,39531,AL
309 S Pearson Rd.,Pearl,US,us/al/pearl/309spearsonrd./1082608893,32.26905,-90.13568,WAFFLE HOUSE,39208,AL
4337 Robinson St,Jackson,US,us/al/jackson/4337robinsonst/-1103173748,32.30062571,-90.25812824,POPEYES CHICKEN,39209,AL
4725 Clinton Blvd,Jackson,US,us/al/jackson/4725clintonblvd/-1103173748,32.32814749,-90.25158737,POPEYES CHICKEN,39209,AL
605 W US Highway 18,Garner,US,us/ia/garner/605wushighway18/696490760,43.10586,-93.607445,HARDEES,50438,IA
202 11th Street Sw Plz,Spencer,US,us/ia/spencer/20211thstreetswplz/-2061630068,43.12581,-95.14723,BURGER KING,51301,IA
1705 W Burlington Ave,Fairfield,US,us/ia/fairfield/1705wburlingtonave/-1161002137,41.00652,-91.98436,MCDONALDS,52556,IA
3022 5th Ave S,Fort Dodge,US,us/ia/fortdodge/30225thaves/-1947870258,42.50182,-94.15404,JIMMY JOHNS,50501,IA
2313 5th Ave S,Fort Dodge,US,us/ia/fortdodge/23135thaves/-791445730,42.50071,-94.16583,WENDYS,50501,IA
2509 5th Ave S,Fort Dodge,US,us/ia/fortdodge/25095thaves/-1161002137,42.5011,-94.16261,MCDONALDS,50501,IA
1755 John F Kennedy Rd,Dubuque,US,us/ia/dubuque/1755johnfkennedyrd/93075755,42.502143,-90.72184,ARBYS,52002,IA
1255 E 16th St,Dubuque,US,us/ia/dubuque/1255e16thst/-791445730,42.5121,-90.6552,WENDYS,52001,IA
2209 Circle Dr W,Spirit Lake,US,us/ia/spiritlake/2209circledrw/-2061630068,43.42173,-95.12424,BURGER KING,51360,IA
815 West Second Street,Tifton,US,us/ga/tifton/815westsecondstreet/-442344130,31.458252,-83.526697,KRYSTAL,31794,GA
810 2nd St W,Tifton,US,us/ga/tifton/8102ndstw/93075755,31.4575,-83.52582,ARBYS,31794,GA
303 S Magnolia Street,Tifton,US,us/ga/tifton/303smagnoliastreet/1241037051,31.451335,-83.524973,BOJANGLES FAMOUS CHICKEN N BISCUITS,31793,GA
420 Rhomberg Ave,Dubuque,US,us/ia/dubuque/420rhombergave/696490760,42.512515,-90.666233,HARDEES,52001,IA
620 Iowa St,Dubuque,US,us/ia/dubuque/620iowast/-1161002137,42.499766,-90.665046,MCDONALDS,52001,IA
2196 University Ave,Dubuque,US,us/ia/dubuque/2196universityave/696490760,42.49936,-90.69409,HARDEES,52001,IA
614 S Highland St,Memphis,US,us/tn/memphis/614shighlandst/-1161002137,35.11467,-89.94567,MCDONALDS,38111,TN
108 E Brazell Street,Reidsville,US,us/ga/reidsville/108ebrazellstreet/-1161002137,32.0872,-82.1169,MCDONALDS,30453,GA
6804 Casino Strip Resort Blvd,Robinsonville,US,us/ms/robinsonville/6804casinostripresortblvd/1536894814,34.819435,-90.315636,CHECKERS,38664,MS
2515 Main St,Cedar Falls,US,us/ia/cedarfalls/2515mainst/-1161002137,42.51433,-92.44636,MCDONALDS,50613,IA
1203 4th Stsw,Waverly,US,us/ia/waverly/12034thstsw/-1161002137,42.71363,-92.47495,MCDONALDS,50677,IA
610 W 1st St,Cedar Falls,US,us/ia/cedarfalls/610w1stst/-1161002137,42.537782,-92.452172,MCDONALDS,50613,IA
70 Goodman Road,Southaven,US,us/ms/southaven/70goodmanroad/-442344130,34.963048,-89.991071,KRYSTAL,38671,MS
1330 Poplar Ave,Memphis,US,us/tn/memphis/1330poplarave/-2061630068,35.14451,-90.0163,BURGER KING,38104,TN
6428 E Shelby Dr,Memphis,US,us/tn/memphis/6428eshelbydr/-2061630068,35.020951,-89.849198,BURGER KING,38141,TN
3675 Lamar Ave,Memphis,US,us/tn/memphis/3675lamarave/-442344130,35.06408,-89.9415,KRYSTAL,38118,TN
3591 Lamar Ave,Memphis,US,us/tn/memphis/3591lamarave/-2061630068,35.068122,-89.944386,BURGER KING,38118,TN
2090 Union Ave,Memphis,US,us/tn/memphis/2090unionave/-2061630068,35.13482,-89.99183,BURGER KING,38104,TN
1130 N Quincy Ave,Ottumwa,US,us/ia/ottumwa/1130nquincyave/93075755,41.017663,-92.437886,ARBYS,52501,IA
1122 N Quincy Ave,Ottumwa,US,us/ia/ottumwa/1122nquincyave/-2061630068,41.016358,-92.438456,BURGER KING,52501,IA
2804 Grand Ave,Billings,US,us/mt/billings/2804grandave/-1055723171,45.78377,-108.58727,DOMINOS PIZZA,59102,MT
904 Main St Ste 1,Billings,US,us/mt/billings/904mainstste1/-1055723171,45.81531,-108.4716,DOMINOS PIZZA,59105,MT
608 Wyoming Ave,Creston,US,us/ia/creston/608wyomingave/-1161002137,41.051853,-94.367339,MCDONALDS,50801,IA
915 Short St,Decorah,US,us/ia/decorah/915shortst/-1161002137,43.29087,-91.79683,MCDONALDS,52101,IA
506 S Main St,Swainsboro,US,us/ga/swainsboro/506smainst/-1161002137,32.584458,-82.321669,MCDONALDS,30401,GA
302 S Main St,Swainsboro,US,us/ga/swainsboro/302smainst/106088,32.5931,-82.3314,KFC,30401,GA
501 S Main St,Swainsboro,US,us/ga/swainsboro/501smainst/696490760,32.58476,-82.321876,HARDEES,30401,GA
413 S Main St,Swainsboro,US,us/ga/swainsboro/413smainst/-2061630068,32.58951,-82.32731,BURGER KING,30401,GA
115 S Roosevelt Ave,Burlington,US,us/ia/burlington/115srooseveltave/-791445730,40.810887,-91.141513,WENDYS,52601,IA
405 S Roosevelt Ave,Burlington,US,us/ia/burlington/405srooseveltave/93075755,40.807291,-91.142192,ARBYS,52601,IA
830 N 2nd St,Clinton,US,us/ia/clinton/830n2ndst/-1947870258,41.85268,-90.18691,JIMMY JOHNS,52732,IA
1804 Lincoln Way,Clinton,US,us/ia/clinton/1804lincolnway/-1161002137,41.816011,-90.229246,MCDONALDS,52732,IA
427 E 6th St,Carroll,US,us/ia/carroll/427e6thst/-1947870258,42.06454,-94.86163,JIMMY JOHNS,51401,IA
912 W Highway 30 St,Carroll,US,us/ia/carroll/912whighway30st/-1161002137,42.0715,-94.8767,MCDONALDS,51401,IA
1515 Plaza Drive,Carroll,US,us/ia/carroll/1515plazadrive/93075755,42.065153,-94.843281,ARBYS,51401,IA
915 W US Highway 30,Carroll,US,us/ia/carroll/915wushighway30/-2061630068,42.07128,-94.87785,BURGER KING,51401,IA
605 Flindt Dr,Storm Lake,US,us/ia/stormlake/605flindtdr/696490760,42.645464,-95.188684,HARDEES,50588,IA
613 Flindt Dr,Storm Lake,US,us/ia/stormlake/613flindtdr/106088,42.6453,-95.1881,KFC,50588,IA
1300 Lake Ave,Storm Lake,US,us/ia/stormlake/1300lakeave/-2061630068,42.655465,-95.20075,BURGER KING,50588,IA
2401 4th St SW,Mason City,US,us/ia/masoncity/24014thstsw/93075755,43.147806,-93.236725,ARBYS,50401,IA
515 S Delaware Ave,Mason City,US,us/ia/masoncity/515sdelawareave/696490760,43.147024,-93.19974,HARDEES,50401,IA
2310 4th St SW,Mason City,US,us/ia/masoncity/23104thstsw/-2061630068,43.148534,-93.235558,BURGER KING,50401,IA
1102 Highway 72 E,Corinth,US,us/ms/corinth/1102highway72e/-1055723171,34.91913,-88.51157,DOMINOS PIZZA,38834,MS
705 1st Ave E,Newton,US,us/ia/newton/7051stavee/-2061630068,41.699413,-93.04532,BURGER KING,50208,IA
317 W 6th St Ste 105-106,Moscow,US,us/id/moscow/317w6thstste105106/-1055723171,46.72966,-117.00437,DOMINOS PIZZA,83843,ID
120 Boone Heights Dr,Boone,US,us/nc/boone/120booneheightsdr/-2061630068,36.201496,-81.656779,BURGER KING,28607,NC
525 W King St,Boone,US,us/nc/boone/525wkingst/-1947870258,36.21992,-81.68616,JIMMY JOHNS,28607,NC
1778 Blowing Rock Rd,Boone,US,us/nc/boone/1778blowingrockrd/-1947870258,36.19887,-81.65861,JIMMY JOHNS,28607,NC
3100 Foothills Ave,Mountain Home,US,us/id/mountainhome/3100foothillsave/-230519289,43.14158,-115.66251,JACK IN THE BOX,83647,ID
2910 American Legion Blvd,Mountain Home,US,us/id/mountainhome/2910americanlegionblvd/-791445730,43.136722,-115.665115,WENDYS,83647,ID
2840 American Legion Blvd,Mountain Home,US,us/id/mountainhome/2840americanlegionblvd/-1161002137,43.1371,-115.66442,MCDONALDS,83647,ID
946 Carolina Ave,Washington,US,us/nc/washington/946carolinaave/1082608893,35.555,-77.0592,WAFFLE HOUSE,27889,NC
1212 N Main Ave,Sioux Center,US,us/ia/siouxcenter/1212nmainave/-1161002137,43.09082,-96.17456,MCDONALDS,51250,IA
869 Pole Line Rd,Twin Falls,US,us/id/twinfalls/869polelinerd/-1161002137,42.59206,-114.45867,MCDONALDS,83301,ID
1733 Addison Ave E,Twin Falls,US,us/id/twinfalls/1733addisonavee/-66712705,42.56322,-114.45229,PIZZA HUT,83301,ID
305 Blue Lakes Blvd N,Twin Falls,US,us/id/twinfalls/305bluelakesblvdn/-1161002137,42.56708,-114.46094,MCDONALDS,83301,ID
200 1st St W,Independence,US,us/ia/independence/2001ststw/-2061630068,42.468862,-91.895944,BURGER KING,50644,IA
1811 1st St W,Independence,US,us/ia/independence/18111ststw/-1161002137,42.46783,-91.91736,MCDONALDS,50644,IA
215 Wb McLean Dr,Swansboro,US,us/nc/swansboro/215wbmcleandr/659024989,34.69101,-77.06811,QUIZNOS,28584,NC
1243 Parkway Drive,Blackfoot,US,us/id/blackfoot/1243parkwaydrive/93075755,43.196641,-112.35846,ARBYS,83221,ID
1205 Parkway Dr,Blackfoot,US,us/id/blackfoot/1205parkwaydr/-2061630068,43.19695,-112.35766,BURGER KING,83221,ID
1115 New Pointe Blvd,Leland,US,us/nc/leland/1115newpointeblvd/93075755,34.2126,-78.0233,ARBYS,28451,NC
700 N Webster St,Taylorville,US,us/il/taylorville/700nwebsterst/-791445730,39.55646,-89.29686,WENDYS,62568,IL
610 N Webster St,Taylorville,US,us/il/taylorville/610nwebsterst/-864103396,39.555018,-89.297434,TACO BELL,62568,IL
510 N Webster St,Taylorville,US,us/il/taylorville/510nwebsterst/106088,39.5542,-89.297,KFC,62568,IL
805 S Kalamazoo St,Paw Paw,US,us/mi/pawpaw/805skalamazoost/93075755,42.211187,-85.890822,ARBYS,49079,MI
2707 Trademark Rd,Wilmington,US,us/nc/wilmington/2707trademarkrd/-2061630068,34.264065,-77.852936,BURGER KING,28405,NC
805 S College Rd,Wilmington,US,us/nc/wilmington/805scollegerd/-2061630068,34.22091,-77.88306,BURGER KING,28403,NC
2050 N State Road 50,Bourbonnais,US,us/il/bourbonnais/2050nstateroad50/-1161002137,41.188,-87.8501,MCDONALDS,60914,IL
418 Roland Ave,Holly Ridge,US,us/nc/hollyridge/418rolandave/696490760,34.427555,-77.546369,HARDEES,28445,NC
220 Lake Park Blvd,Carolina Beach,US,us/nc/carolinabeach/220lakeparkblvd/-1161002137,34.0313,-77.89517,MCDONALDS,28428,NC
109 Village Road,Leland,US,us/nc/leland/109villageroad/1241037051,34.233062,-77.996404,BOJANGLES FAMOUS CHICKEN N BISCUITS,28451,NC
104 Village Rd NE,Leland,US,us/nc/leland/104villagerdne/106088,34.2339,-77.996,KFC,28451,NC
901 North Grand,Springfield,US,us/il/springfield/901northgrand/-1161002137,39.8167,-89.6428,MCDONALDS,62702,IL
107 Ariel Circle,Osceola,US,us/ia/osceola/107arielcircle/-864103396,41.025382,-93.796834,TACO BELL,50213,IA
910 Cedar St,Tipton,US,us/ia/tipton/910cedarst/-891525969,41.77486,-91.12799,SUBWAY,52772,IA
